"","SRR8366697_1.fastq_quant","SRR8366698_1.fastq_quant","SRR8366699_1.fastq_quant","SRR8366700_1.fastq_quant","SRR8366701_1.fastq_quant","SRR8366704_1.fastq_quant","SRR8366705_1.fastq_quant","SRR8366706_1.fastq_quant","SRR8366707_1.fastq_quant"
"ENSG00000237647.4",1.079,2,1,1,0,1,0,0,0
"ENSG00000237649.3",16.081,3.412,16.198,18.259,12.447,4.727,1.079,17.747,7.39
"ENSG00000237651.2",82.711,0,21.485,12.136,0,0,23.495,8.278,0
"ENSG00000237653.2",0,0,0,0,0,1,0,0,0
"ENSG00000237654.1",0,0,0,0,0,0,0,0,0
"ENSG00000237655.1",0,0,1,3,0,0,0,0,0
"ENSG00000237658.1",0,0,0,0,0,0,0,0,0
"ENSG00000237659.1",0,0,0,0,0,0,0,0,0
"ENSG00000237661.1",0,0,0,0,0,1,0,0,0
"ENSG00000237662.1",0,1,0,0,0,0,0,0,0
"ENSG00000237663.2",0,0,0,1,0,0,0,0,0
"ENSG00000237664.1",0,0,0,1,0,1,0,0,0
"ENSG00000237665.1",0,2,0,0,0,3,0,0,0
"ENSG00000237666.2",6.698,1.031,7.597,4.546,6.561,5.266,2.173,2.073,3.428
"ENSG00000237667.1",0,0,0,0,0,0,0,0,0
"ENSG00000237668.1",3.082,1.007,2.025,0,3.018,0,0,1.007,4.029
"ENSG00000237669.1",1,1,0,0,2,3,1,0,0
"ENSG00000237670.1",12,15,5,6,2,0,2,0,0
"ENSG00000237671.3",0,0,0,0,0,0,0,0,0
"ENSG00000237672.1",0,1,0,0,0,1,0,0,0
"ENSG00000237674.1",0,0,1,0,0,0,0,0,1
"ENSG00000237675.1",0,0,0,0,0,0,0,0,0
"ENSG00000237676.1",0,2,0,1,0,0,0,0,1
"ENSG00000237679.2",0,1,0,1,3.001,0,0,2,0
"ENSG00000237682.2",4.064,2.024,4.068,5.072,1.004,2.039,1.011,3.043,0
"ENSG00000237684.1",0,0,0,0,0,0,0,0,0
"ENSG00000237685.1",2,1,0,0,0,0,0,0,0
"ENSG00000237686.2",0,0,0,0,0,0,0,0,0
"ENSG00000237687.2",0,0,0,0,0,0,0,0,0
"ENSG00000237689.1",52,51,36,12,22,16,23,4,3
"ENSG00000237691.1",0,0,0,0,0,0,0,0,0
"ENSG00000237693.4",23.147,32.813,26.675,4.143,6.119,5.387,1.022,2.005,3.07
"ENSG00000237699.1",0,0,0,0,0,0,0,0,0
"ENSG00000237701.1",0,0,0,0,0,0,0,0,0
"ENSG00000237702.2",3,3,1,0,0,0,0,0,0
"ENSG00000237704.1",0,0,0,0,0,3,0,0,0
"ENSG00000237705.1",1,1,2,11,10,0,0,1,0
"ENSG00000237706.3",0,0,3.832,1,0,0,0,4,0
"ENSG00000237707.1",0,0,0,0,0,1,0,0,0
"ENSG00000237708.1",3,2,13,6,8,2,1,2,0
"ENSG00000237709.1",6,6,13.001,6,6,3,0,3,1
"ENSG00000237711.1",7,8,10,11,0,6,1,1,0
"ENSG00000237713.1",140,197,126.894,206,192,79,62,20,24
"ENSG00000237714.1",0,0,1,0,1,2,0,1,0
"ENSG00000237719.1",0,0,0,0,0,0,0,0,0
"ENSG00000237721.1",0,0,0,0,0,1,0,0,0
"ENSG00000237726.1",10,11,9,14,7,2.456,9,0,1
"ENSG00000237728.1",0,1,0,0,0,1,0,0,0
"ENSG00000237729.2",1.001,0,6.01,1.001,1.001,0,1.001,1.001,0
"ENSG00000237730.1",0,0,0,0,0,0,0,0,0
"ENSG00000237731.1",92,61,84,38,73,36,12,16,7
"ENSG00000237732.5",286.312,152.698,339.941,180.534,247.489,104.403,43.388,76.471,18.749
"ENSG00000237734.1",0,1,0,0,0,0,0,0,0
"ENSG00000237735.2",4.003,0,1,0,1,0,1,0,0
"ENSG00000237737.1",0,0,13.61,0,13.701,0,0,3,2
"ENSG00000237738.1",2,5,0,2,3,2,1,0,0
"ENSG00000237740.1",7.975,0,2.033,4.817,3.005,3.286,0,0,0
"ENSG00000237741.1",3,3,3,1,4,0,3,2,1
"ENSG00000237742.2",6.081,5.035,3.01,6.133,4.147,4.026,2,1.016,0
"ENSG00000237743.2",0,0,0,0,0,0,0,0,0
"ENSG00000237745.1",0,0,0,0,0,0,0,0,0
"ENSG00000237746.1",0,0,0,0,0,1,0,0,0
"ENSG00000237747.1",0,0,0,0,0,4,0,0,0
"ENSG00000237748.1",0,0,0,0,4.009,0,0,0,1.001
"ENSG00000237749.3",41.23,35.178,81.488,44.173,38.228,19.129,14.048,37.175,9.017
"ENSG00000237750.2",3,0,3,2,0,6,1,0,0
"ENSG00000237751.2",2.081,0,0,0,0,2.152,1.11,0,0
"ENSG00000237752.2",0,2,0,0,0,0,0,0,0
"ENSG00000237753.1",0,0,4.217,4.948,7.1,3,0,4.373,0
"ENSG00000237754.1",4,3,3,3,1,2,2,0,1
"ENSG00000237756.1",23.763,14.695,22,20.378,15,8,7.601,3,0
"ENSG00000237758.1",0,0,0,0,0,0,0,0,0
"ENSG00000237759.1",0,0,1,0,0,0,0,1,0
"ENSG00000237760.1",0,0,0,0,0,1,0,0,0
"ENSG00000237763.5",9.54,3.091,1.015,4.187,2.023,6.601,2.047,0,0
"ENSG00000237764.2",7.317,11.36,7.665,13.568,1.38,5.974,0,0,0
"ENSG00000237765.2",1074.336,574.939,401.055,510.688,221.658,248.817,142.79,558.85,335.099
"ENSG00000237766.2",35,32,25,22,28,4,6,7,6
"ENSG00000237767.1",0,0,0,0,0,0,0,0,0
"ENSG00000237768.2",0,1,0,0,0,2,0,0,0
"ENSG00000237773.1",1,0,3.062,1,3.154,0,0,3.693,4
"ENSG00000237774.3",1,0,1,0,0,2,0,1,0
"ENSG00000237775.1",276.015,215.275,212.845,213.211,224.806,114.689,73.655,74.248,27.165
"ENSG00000237782.2",0,0,0,0,0,0,0,0,0
"ENSG00000237783.2",0,0,0,0,0,0,0,0,0
"ENSG00000237784.1",0,0,0,0,0,0,0,0,1
"ENSG00000237786.1",3,3,3,0,0,1,1,1,1
"ENSG00000237788.1",42.034,12.008,20,25.01,19.007,6,5,7,4
"ENSG00000237790.1",32,31,20,17,20,20.776,14,11,7
"ENSG00000237793.2",1,0,0,0,2,0,0,0,0
"ENSG00000237797.1",0,0,0,0,1,0,0,1,0
"ENSG00000237798.1",0,1,0,0,0,1,0,0,0
"ENSG00000237803.1",0,0,3,0,0,0,0,0,0
"ENSG00000237804.1",3.072,1.014,2.09,2.041,1.01,1.036,0,0,0
"ENSG00000237806.1",0,1,2,0,0,0,1.001,0,0
"ENSG00000237807.3",0,0,0,0,0,0,0,0,0
"ENSG00000237810.3",0,0,0,0,0,1,0,0,0
"ENSG00000237813.3",0,3.076,0,1,0,1,1,0,1
"ENSG00000237816.1",1,0,1,0,0,0,0,0,0
"ENSG00000237818.1",7.768,16.002,4.442,5.265,3.24,5.733,4.001,1.092,1.51
"ENSG00000237819.1",24.133,5,17.936,20.332,3.703,9.595,12.039,4.963,2.607
"ENSG00000237821.1",11.21,5.353,5.18,4.321,5.539,3.245,0,0,1.003
"ENSG00000237823.1",0,0,0,0,0,0,0,0,0
"ENSG00000237824.2",0,0,0,0,0,0,0,0,0
"ENSG00000237827.1",16,18,16,8,19,6,5,7,3
"ENSG00000237828.1",0,0,0,0,0,0,0,0,0
"ENSG00000237832.1",0,0,0,0,0,0,0,0,0
"ENSG00000237833.1",0,0,0,0,0,0,0,0,0
"ENSG00000237835.1",0,0,0,0,0,0,0,0,0
"ENSG00000237836.1",1,0,0,0,0,0,0,0,0
"ENSG00000237837.1",1,0,4,5,1,4,1,0,0
"ENSG00000237838.1",63,137,90,53,50,25,7,0,3
"ENSG00000237840.2",15.111,4.955,1.258,8.406,9.127,7,3.653,7.609,3.01
"ENSG00000237841.1",0,0,0,0,0,0,0,0,0
"ENSG00000237842.2",10.372,7.198,11.602,9.256,7.159,4.145,2.086,5.296,1.036
"ENSG00000237843.1",0,0,0,0,0,0,0,0,0
"ENSG00000237844.1",11.486,0,0,8.137,2.306,33.273,0,3.699,4.126
"ENSG00000237845.1",0,0,1,0,0,0,0,0,0
"ENSG00000237846.1",69.627,44.962,143.714,84.41,46.116,91.102,21.481,11.282,16.877
"ENSG00000237848.1",0,0,0,1,0,1,0,0,0
"ENSG00000237849.1",3.025,0,1.001,0,0,2.014,0,0,0
"ENSG00000237850.3",0,0,0,0,0,0,0,0,0
"ENSG00000237851.1",45.629,47.967,30.554,34.122,23.911,18.615,10.565,3.934,7.039
"ENSG00000237852.1",4,2,3,4,3,1,2,0,0
"ENSG00000237853.2",1,0,0,0,0,0,0,0,0
"ENSG00000237854.3",162.429,152.837,162.463,212.887,145.103,23.017,24.812,58.836,27.052
"ENSG00000237856.1",0,0,0,0,0,0,0,0,0
"ENSG00000237857.2",37,10,35,31,36,11,9,22,10
"ENSG00000237860.1",0,0,0,0,0,0,0,0,0
"ENSG00000237861.1",2.004,14.031,3.007,2,2,1.003,1.001,2.001,0
"ENSG00000237862.1",1,6,0,1.327,0,0,0,0,0
"ENSG00000237863.2",0,0,0,0,0,0,0,1,0
"ENSG00000237864.1",0,0,1,0,0,1,0,0,0
"ENSG00000237868.1",0,0,0,0,0,0,0,0,0
"ENSG00000237870.2",0,0,0,0,0,0,0,0,0
"ENSG00000237872.3",0,0,0,0,0,0,0,0,0
"ENSG00000237873.1",0,0,0,0,0,0,0,0,0
"ENSG00000237874.2",0,0,0,0,0,0,0,0,0
"ENSG00000237875.1",0,0,0,0,0,0,0,0,0
"ENSG00000237876.1",0,0,0,0,0,0,0,0,0
"ENSG00000237879.1",0,0,0,0,0,0,0,0,0
"ENSG00000237882.1",1,0,0,0,0,1,0,0,0
"ENSG00000237883.1",3,5,5,1,4,1,1,6,4
"ENSG00000237885.1",0,1,0,0,0,1,0,0,0
"ENSG00000237886.1",7,4,6,11,17,0,0,1,2
"ENSG00000237887.1",32.001,23,27,32.001,21.003,13,15,15.035,6
"ENSG00000237888.1",1,0,0,0,0,0,0,1,0
"ENSG00000237891.1",0,0,0,0,0,0,0,0,0
"ENSG00000237892.1",241,136,247,185,169,58,68,58,23
"ENSG00000237896.2",0,0,1,0,0,0,0,0,0
"ENSG00000237897.2",2.001,2.002,1.001,0,0,1.001,0,0,0
"ENSG00000237899.1",4,1,4,2,3,0,0,0,0
"ENSG00000237901.1",0,0,0,0,0,0,0,0,0
"ENSG00000237902.1",0,0,0,0,0,0,0,0,0
"ENSG00000237903.1",1,1,1,1,1,4,3,1,0
"ENSG00000237904.2",0,0,0,0,0,0,0,0,0
"ENSG00000237906.1",1,12.085,1,2,4.63,0,0,0,0
"ENSG00000237910.1",0,0,0,0,0,1,0,0,0
"ENSG00000237911.2",4,0,0,0,0,0,0,0,0
"ENSG00000237913.1",0,0,0,0,0,0,0,0,0
"ENSG00000237914.1",0,0,0,0,0,2.871,0,0,0
"ENSG00000237916.1",0,1,1,0,0,0,0,0,0
"ENSG00000237917.1",1.001,0,1,1,0,0,0,0,0
"ENSG00000237919.1",1,0,1,1,0,8,0,0,0
"ENSG00000237920.2",0,0,0,0,0,0,0,0,0
"ENSG00000237921.2",4,10,13,6,4,10,2,1,1
"ENSG00000237922.1",1,0,0,1,1,1,0,0,0
"ENSG00000237923.1",3.002,2,4,3,2,0,0,1,0
"ENSG00000237924.1",0,1,0,0,0,6,0,0,0
"ENSG00000237926.1",0,0,0,0,0,0,0,0,0
"ENSG00000237927.1",16,17,8,7,3,11,2,7,0
"ENSG00000237928.1",6,0,0,7,0,1,1,1,1
"ENSG00000237929.1",0,0,0,0,0,0,0,0,0
"ENSG00000237930.1",0,0,2.001,0,0,0,0,1.001,0
"ENSG00000237931.1",0,0,1.002,0,1,0,1.003,0,0
"ENSG00000237934.1",0,0,0,0,1,0,0,0,0
"ENSG00000237936.1",0,0,0,0,0,0,0,0,0
"ENSG00000237938.1",0,0,0,0,0,0,0,0,0
"ENSG00000237939.1",0,1,0,0,0,1,0,0,0
"ENSG00000237940.3",60.584,59.037,37.741,50.982,41.03,36.3,17.46,14.208,7.482
"ENSG00000237941.2",13,6,47,11,37,2,5,3,2
"ENSG00000237943.2",41.098,11,24.608,40.221,4,3,8.133,26.706,4
"ENSG00000237945.3",12.187,19.886,18.202,35.057,18.871,5.54,2,10.686,10.679
"ENSG00000237947.1",0,0,0,0,0,2,0,0,0
"ENSG00000237948.1",0,0,0,0,0,0,0,0,0
"ENSG00000237949.1",0,0,0,0,0,0,0,0,0
"ENSG00000237950.1",16,3,11,11,5,4,14,12,2
"ENSG00000237951.1",2,2,1,2,0,0,0,0,0
"ENSG00000237952.1",0,0,0,0,0,0,0,0,0
"ENSG00000237953.1",7,8,6,9,9,3,3,3,1
"ENSG00000237954.3",0,0,0,0,0,3.441,0,0,0
"ENSG00000237955.1",0,0,0,0,0,0,0,0,0
"ENSG00000237956.1",0,0,0,0,0,0,0,0,0
"ENSG00000237959.1",0,0,0,0,0,1,0,0,0
"ENSG00000237961.3",13.953,6.277,0,0,0,11.073,0,0,0
"ENSG00000237963.1",0,0,1,0,0,0,0,0,0
"ENSG00000237964.3",0,0,0,0,0,1,0,0,0
"ENSG00000237968.1",0,0,0,0,0,0,0,0,0
"ENSG00000237970.1",1.004,0,0,0,0,0,0,0,0
"ENSG00000237971.1",0,2,0,0,0,2,0,0,0
"ENSG00000237972.1",2.001,1,1,1.001,1,1,0,3.003,0
"ENSG00000237973.1",118.135,80.394,90.227,110.441,92.924,34.414,34.349,50.433,28.793
"ENSG00000237974.1",0,0,0,1,0,2,0,0,0
"ENSG00000237975.2",20.382,26.753,15,13.391,14.135,7,7.461,8.173,2
"ENSG00000237976.1",311,133,334,348,274,76,71,276,106
"ENSG00000237977.1",17.037,21.029,18.053,28.03,14.02,4.013,1.001,2.006,2.003
"ENSG00000237978.1",30.394,15.851,10.316,42.418,43.458,10.273,1,5.052,2.038
"ENSG00000237979.1",0,0,0,0,0,0,0,0,0
"ENSG00000237980.1",0,0,0,0,0,0,0,0,0
"ENSG00000237982.1",0,0,0,0,0,0,0,0,0
"ENSG00000237984.2",433.386,186.59,325.537,458.265,367.373,116.072,97.33,105.031,100.477
"ENSG00000237986.2",0,0,0,0,0,0,0,0,0
"ENSG00000237987.1",0,1,0,0,1,0,0,0,0
"ENSG00000237989.1",11,13,17,7,25,5,1,0,0
"ENSG00000237990.2",0,0,0,2,0,1,0,0,0
"ENSG00000237991.2",2.03,0,0,0,0,0,0,0,0
"ENSG00000237993.1",1,0,0,0,0,2,0,0,0
"ENSG00000237994.1",24,20,30,17,2,9,6,0,0
"ENSG00000237997.1",0,0,0,0,0,0,0,0,0
"ENSG00000237999.2",0,1,0,0,0,0,0,0,0
"ENSG00000238000.1",0,0,0,0,1,0,0,0,0
"ENSG00000238001.2",0,0,0,2,0,1,0,0,0
"ENSG00000238003.1",0,0,0,0,1.002,1,0,0,0
"ENSG00000238004.1",31,13,15,18,10,8,10,0,2
"ENSG00000238005.2",0,0,1,0,0,1,0,0,0
"ENSG00000238007.1",0,0,0,0,0,0,0,0,0
"ENSG00000238008.1",0,1,0,0,0,0,0,0,0
"ENSG00000238009.2",16.385,12.198,10.348,15.899,8.865,2.237,3.526,8.225,0
"ENSG00000238010.1",1,2,2,6,1,0,1,0,0
"ENSG00000238013.1",0,0,0,0,0,0,0,0,0
"ENSG00000238015.2",13,5,1,0,1,6,7,21,1
"ENSG00000238018.1",6,4,2,0,5,4,1,0,0
"ENSG00000238019.1",0,0,0,0,0,0,0,0,0
"ENSG00000238020.1",10.391,12.162,12.326,20.623,5.111,0,2.018,7.144,0
"ENSG00000238021.2",2.804,0,4.667,4.645,16.054,0,0,2.495,2.569
"ENSG00000238022.1",0,0,0,0,0,0,0,0,0
"ENSG00000238024.1",0,0,0,1,0,0,0,0,0
"ENSG00000238025.1",0,0,0,0,0,1,0,0,0
"ENSG00000238026.1",0,1,0,0,0,0,0,0,0
"ENSG00000238029.1",1.002,0,2.013,0,5.016,2.001,0,0,0
"ENSG00000238031.1",0,0,0,0,2,3,0,0,0
"ENSG00000238032.1",0,0,0,0,0,0,0,0,0
"ENSG00000238033.1",2,2,0,0,0,1,0,0,0
"ENSG00000238034.1",0,0,0,1,0,1,0,0,1
"ENSG00000238035.4",0,0,0,19.289,32.629,0,0,0,4.81
"ENSG00000238037.1",0,0,0,0,0,0,0,0,0
"ENSG00000238038.1",0,0,1,0,2,0,0,1,0
"ENSG00000238039.1",21,17,16.456,27,24,4,7,5,0
"ENSG00000238040.1",3,1,0,0,0,1,0,1,0
"ENSG00000238041.3",0,0,0,0,0,0,0,0,0
"ENSG00000238042.1",0,0,0,0,0,1.284,1,0,0
"ENSG00000238043.1",0,2,0,0,0,0,0,0,0
"ENSG00000238045.5",2.135,1,1,2,0,0,0,0,0
"ENSG00000238046.1",0,1,0,0,0,0,0,0,0
"ENSG00000238047.1",0,0,0,0,0,5,0,0,0
"ENSG00000238048.1",0,0,1,0,0,3,0,0,0
"ENSG00000238049.2",0,0,0,0,1,0,0,0,0
"ENSG00000238051.1",0,0,0,0,0,0,0,0,0
"ENSG00000238054.1",0,0,0,0,0,0,0,0,0
"ENSG00000238055.1",9,13,7,13,13,4,3,0,2
"ENSG00000238057.4",0,0,0,0,0,0,0,0,0
"ENSG00000238058.1",17.823,1.062,12.283,4.632,4.723,2.146,3.22,3.25,7.149
"ENSG00000238059.1",0,0,0,0,0,0,0,0,0
"ENSG00000238061.2",46,60,32,46,58,11,10,4,2
"ENSG00000238065.1",0,0,0,0,0,0,0,1,0
"ENSG00000238066.1",0,0,0,0,0,0,0,0,0
"ENSG00000238067.1",10,14,9,0,0,0,3,9,0
"ENSG00000238069.1",0,0,0,0,0,0,0,0,0
"ENSG00000238072.1",193.227,0,216.698,191.234,0,22.548,19.879,105.409,41.111
"ENSG00000238073.1",0,0,0,0,0,0,0,0,0
"ENSG00000238075.1",0,0,0,0,0,0,0,0,0
"ENSG00000238076.1",0,0,0,0,0,2,0,0,0
"ENSG00000238077.1",4,1,2,0,0,3,1,0,1
"ENSG00000238078.1",6,3,1,5,3,2,1,0,2
"ENSG00000238079.1",0,1,0,0,0,0,0,0,0
"ENSG00000238081.1",0,1.002,0,0,2.002,0,1.013,0,0
"ENSG00000238082.1",23.176,19.487,22.461,23.19,20.39,8.097,5.172,7.101,5
"ENSG00000238083.3",2393.655,882.416,1283.627,2818.06,2831.108,332.217,293.836,634.775,226.474
"ENSG00000238084.3",0,1.028,0,3.021,0,0,0,0,0
"ENSG00000238085.1",7.119,5.122,8.271,5.092,1.004,1.019,0,4.107,0
"ENSG00000238086.4",0,0,1,0,0,1,0,0,0
"ENSG00000238087.2",0,0,1,2,3,3,0,0,0
"ENSG00000238088.1",0,0,0,0,0,0,0,0,0
"ENSG00000238090.1",12,11,7,14,6,1,0,3,2
"ENSG00000238092.1",0,0,0,0,0,0,0,0,0
"ENSG00000238094.1",0,0,0,0,0,0,0,0,0
"ENSG00000238097.1",0,0,0,0,0,0,0,0,0
"ENSG00000238098.4",2.033,4.228,0,1,1,4,0,0,0
"ENSG00000238102.1",0,0,0,0,0,0,0,0,0
"ENSG00000238103.3",13.949,12.08,13.252,15.345,11.371,1.361,0,1.375,1.25
"ENSG00000238105.3",295.377,260.534,301.138,243.396,297.467,103.263,77.248,75.21,43.498
"ENSG00000238107.1",0,1,4,0,0,4,1,0,1
"ENSG00000238108.1",0,0,0,0,0,1,0,0,0
"ENSG00000238109.1",1,4,7,1,1,4,0,0,0
"ENSG00000238110.1",2.017,4,3,1.003,0,1,1.02,0,0
"ENSG00000238111.1",0,0,0,0,0,1,0,0,0
"ENSG00000238113.2",11.818,20.484,12.119,5.867,15.733,12.414,6.809,25.533,2.041
"ENSG00000238116.2",0,1,0,1,0,3.005,0,1,0
"ENSG00000238117.1",3,4,2,0,1,1,0,0,1
"ENSG00000238118.1",0,0,0,0,0,0,0,0,0
"ENSG00000238120.1",0,0,0,0,3,0,0,0,0
"ENSG00000238121.1",0,0,0,0,0,0,0,0,0
"ENSG00000238122.1",9.002,20.17,9.004,3,6.041,3,3.001,1,1.001
"ENSG00000238123.1",1,0,7,6,12,1,1,3,2
"ENSG00000238124.1",0,0,0,0,0,0,0,0,0
"ENSG00000238125.1",0,1,0,0,0,0,0,0,0
"ENSG00000238132.2",17.142,36.36,21.165,10.071,25.11,12.225,2.017,11.134,2.011
"ENSG00000238133.2",6.081,6.053,5.035,5.029,5.054,3.01,2.005,3.038,0
"ENSG00000238135.1",2,1,1,0,0,1,0,0,0
"ENSG00000238137.2",9.011,1.001,7.003,5.004,7.007,0,1,0,1.001
"ENSG00000238138.1",0,0,0,0,0,0,0,0,0
"ENSG00000238139.2",0,0,0,0,0,0,0,0,0
"ENSG00000238140.1",0,0,0,0,0,1,0,0,1
"ENSG00000238141.2",40,34,30,27,34,21,16,23,8
"ENSG00000238142.1",0,0,0,0,0,0,0,0,0
"ENSG00000238143.1",0,0,2,0,0,1,0,1,0
"ENSG00000238145.2",0,0,2,0,0,0,0,0,0
"ENSG00000238149.1",0,0,0,0,0,1,0,0,0
"ENSG00000238150.1",0,0,0,0,0,0,0,0,0
"ENSG00000238151.1",33,28,29,0,0,4,0,5,1
"ENSG00000238152.2",1,0,2,0,0,0,0,0,0
"ENSG00000238153.1",0,0,0,0,0,0,0,0,0
"ENSG00000238154.1",0,2.004,1.003,3.034,3.017,2,0,1,0
"ENSG00000238156.1",0,0,1,0,0,0,0,0,0
"ENSG00000238158.2",5.342,2.85,0,0,6.61,1.321,0,2.445,0
"ENSG00000238160.1",0,0,0,0,1,0,0,0,0
"ENSG00000238161.1",0,0,1,0,1,0,0,0,0
"ENSG00000238162.1",0,0,0,0,0,0.5,0,0,0
"ENSG00000238164.2",2,0,0,0,1,3,0,0,0
"ENSG00000238165.1",1.01,1.028,1.012,0,0,0,0,0,0
"ENSG00000238166.2",0,0,0,0,0,0,0,0,0
"ENSG00000238168.4",1,0,0,0,0,0,1,0,0
"ENSG00000238171.1",9.853,6.602,4.945,14.432,2.658,3.771,2,0,5
"ENSG00000238172.1",0,0,0,0,0,0,0,0,0
"ENSG00000238173.1",0,0,0,0,0,1,0,0,0
"ENSG00000238176.1",0,0,0,0,0,0,0,0,0
"ENSG00000238178.2",0,0,0,0,0,0,0,0,0
"ENSG00000238180.1",4,1,3,1,4,0,0,1,0
"ENSG00000238181.2",1,2,1,2.001,0,0,0,0,1
"ENSG00000238183.2",0,0,0,0,0,0,0,0,0
"ENSG00000238184.1",6,8,7,21,8,1,4,7,9
"ENSG00000238185.1",0,0,0,0,0,0,0,0,0
"ENSG00000238186.1",0,0,0,0,0,1,0,1,0
"ENSG00000238188.1",0,0,0,0,0,0,0,0,0
"ENSG00000238190.1",0,0,3,0,0,0,0,0,0
"ENSG00000238191.3",0,0,0,0,0,0,0,0,0
"ENSG00000238192.1",0,0,0,0,0,1,0,0,0
"ENSG00000238193.1",0,0,0,0,0,0,0,0,0
"ENSG00000238194.1",0,0,0,0,0,0,0,0,0
"ENSG00000238195.1",0,0,0,0,0,0,0,0,0
"ENSG00000238197.1",8.3,31.768,10.556,6.973,15.625,0,5.653,0,0
"ENSG00000238199.1",0,0,0,0,0,1,0,0,0
"ENSG00000238200.1",0,0,0,0,0,0,0,0,0
"ENSG00000238201.1",0,1,0,0,0,1,0,0,0
"ENSG00000238202.1",0,0,0,0,0,0,0,0,0
"ENSG00000238207.1",9.453,10.892,2.552,1.289,12.864,0,3.316,2.268,0
"ENSG00000238210.2",0,0,1,0,0,0,0,0,0
"ENSG00000238211.1",0,0,0,0,0,0,0,0,0
"ENSG00000238213.1",0,0,2.002,0,0,4.01,0,1,0
"ENSG00000238215.1",0,0,0,0,3,1,1,0,0
"ENSG00000238217.1",0,0,0,0,0,0,0,0,0
"ENSG00000238220.1",4,2,1,2,0,2,0,1,0
"ENSG00000238221.1",0,0,0,1,0,2,1,0,0
"ENSG00000238222.3",11,1,0,2,6.003,0,0,2.001,0
"ENSG00000238223.1",0,0,0,0,3,2,0,0,0
"ENSG00000238224.1",0,0,0,0,1,0,1,0,0
"ENSG00000238225.1",0,0,0,0,1,0,0,0,0
"ENSG00000238227.3",26.104,4.67,1.031,7.394,2.022,1,3.126,13.159,6.646
"ENSG00000238228.1",33.102,29.712,28.47,20,23,12,10,5,3
"ENSG00000238230.1",10.572,15.29,16,17.583,18.312,1.165,0,4,3
"ENSG00000238231.2",5,7,3,1,2,0,2,0,0
"ENSG00000238232.1",0,0,0,0,4,2,0,0,0
"ENSG00000238235.1",0,0,0,0,0,0,0,0,0
"ENSG00000238236.1",16.098,7.801,9.703,5.492,11.779,4,2,3.389,0
"ENSG00000238240.2",0,0,0,0,0,0,1.06,0,0
"ENSG00000238242.1",0,0,0,0,4,0,0,0,0
"ENSG00000238243.2",5,2,4,0,0,1,0,1,0
"ENSG00000238245.2",0,3,0,0,1,9,0,0,0
"ENSG00000238246.1",0,0,0,0,0,0,0,0,0
"ENSG00000238249.1",2.001,0,2.001,1,3.743,1,0,2.001,0
"ENSG00000238250.1",32,65,25,33,37,9,5,0,0
"ENSG00000238251.2",2.049,0,0,4.099,2.027,4.131,2.054,2.057,0
"ENSG00000238254.3",0,0,0,0,0,0,0,0,0
"ENSG00000238256.1",0,0,0,0,0,0,1,0,0
"ENSG00000238257.1",0,0,0,0,0,0,0,0,0
"ENSG00000238258.1",58,22,18,88.178,8,16,11,37.176,24.151
"ENSG00000238259.1",13.081,17.059,10,8.014,16,4,6.099,0,0
"ENSG00000238260.1",2,2,1,4,4,0,0,1,2
"ENSG00000238262.1",1,1,1,2,0,0,0,0,0
"ENSG00000238263.1",1,3,0,0,2,1,1,1,0
"ENSG00000238265.1",0,1,2,0,0,1,0,0,1
"ENSG00000238267.1",1,0,2,1,0,0,1,0,0
"ENSG00000238268.2",0,0,0,0,0,0,0,0,0
"ENSG00000238270.1",0,0,0,0,0,0,0,0,0
"ENSG00000238271.2",0,0,1,0,0,0,0,0,0
"ENSG00000238272.1",0,0,0,0,1.007,0,0,0,0
"ENSG00000238273.3",15.245,16.006,14.001,10.269,19.2,6.018,4.05,2.015,3
"ENSG00000238275.2",0,0,1,0,0,0,0,0,0
"ENSG00000238276.1",0,0,0,0,0,1.61,0,0,0
"ENSG00000238277.1",0,2,0,0,0,0,0,0,0
"ENSG00000238278.3",0,0,0,0,0,0,0,0,0
"ENSG00000238279.1",0,0,0,0,0,1,0,0,0
"ENSG00000238280.1",5,2,2,1,6,3,1,9,0
"ENSG00000238282.1",0,1,0,0,0,1,0,0,0
"ENSG00000238283.3",0,0,1.427,0,1.008,0,0,0,0
"ENSG00000238285.1",0,0,0,2.119,0,0,0,0,0
"ENSG00000238286.1",27,15,31,53,39,6,22,10,3
"ENSG00000238287.1",17.216,9.122,31.201,20.154,5.031,4.096,5.009,12.067,13
"ENSG00000238288.1",0,0,0,1,0,2,0,0,0
"ENSG00000238290.1",65.93,43.693,43.286,39.055,48.148,23.34,6.582,12.878,3.145
"ENSG00000238291.1",0,1,0,1,1,1,0,0,0
"ENSG00000238295.1",4.178,0,2,3,4,0,4,0,0
"ENSG00000238300.1",2,0,1,1,2,0,0,0,0
"ENSG00000238302.1",0,0,0,0,0,0,0,0,0
"ENSG00000238304.1",0,0,0,0,0,0,0,0,0
"ENSG00000238311.1",5,7,3,3,0,6,0,0,0
"ENSG00000238316.1",0,0,0,0,0,0,0,0,0
"ENSG00000238324.1",1.521,2.439,3.178,4.581,9.574,1,2,5,2
"ENSG00000238326.1",0,0,0,0,0,0,0,0,0
"ENSG00000238344.1",9,3,12,1,5,2,0,1,0
"ENSG00000238357.1",0,0,0,0,0,0,0,0,0
"ENSG00000238358.2",7.068,3.175,3.028,4.004,2.015,0,0,1,0
